Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"MATH 150 E 
4 cr 
CRN 30488","Calculus and Analytic Geometry I
CLA-Quantitative",Seth Harris,"10:25 AM - 11:30 AM MWF
 08:30 AM - 11:30 AM W - Final Exam","BC 21
 BC 21 - Final Exam",30,16,14,0,"Pre-reqs: (MATH 001 FOR LEVEL UG WITH MIN. GRADE OF C- OR DFMA FOR MIN. SCORE OF 150) AND MATH 150R (MAY BE TAKEN CONCURRENTLY) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 150R F 
0 cr 
CRN 30497",Calculus and Analytic Geometry I Recitation,Seth Harris,10:50 AM - 11:40 AM T,BC 203,15,9,6,0,"Pre-reqs: MATH 150 (MAY BE TAKEN CONCURRENTLY) 
Co-Reqs: MATH 150 
Cross Listed: MATH 150R - X 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 150R H 
0 cr 
CRN 30498",Calculus and Analytic Geometry I Recitation,Seth Harris,11:50 AM - 12:40 PM T,BC 13A,15,7,8,0,"Pre-reqs: MATH 150 (MAY BE TAKEN CONCURRENTLY) 
Co-Reqs: MATH 150 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 150R X 
0 cr 
CRN 30773",Calculus and Analytical Geometry I Recitation,Seth Harris,-,,15,9,6,0,"Pre-reqs: MATH 150 (MAY BE TAKEN CONCURRENTLY) 
Co-Reqs: MATH 150 
Cross Listed: MATH 150R - F 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 151 C 
4 cr 
CRN 30489","Calculus and Analytic Geometry II
CLA-Quantitative",Seth Harris,"09:10 AM - 10:15 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","HSC S139
 HSC S139 - Final Exam",20,13,7,0,"Pre-reqs: MATH 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 7X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 151 L 
4 cr 
CRN 30490","Calculus and Analytic Geometry II
CLA-Quantitative",Steve Surace,"04:30 PM - 05:35 PM MWF
 12:30 PM - 03:30 PM W - Final Exam","HSC S308
 HSC S308 - Final Exam",30,29,1,0,"Pre-reqs: MATH 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 7X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 250 E 
4 cr 
CRN 30491","Calculus and Analytical Geometry III
CLA-Quantitative",Steven Kass,"10:25 AM - 11:30 AM MWF
 08:30 AM - 11:30 AM W - Final Exam","HSC S142
 HSC S142 - Final Exam",20,8,12,0,"Pre-reqs: MATH 151 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 8X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 300 X 
1 cr 
CRN 30941","Combinatorics
CLA-Breadth/Interdisciplinary",Steven Kass,-,,2,2,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MATH 300 X1 
1 cr 
CRN 30952","Combinatorics
CLA-Breadth/Interdisciplinary",Steven Kass,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MATH 303 T 
4 cr 
CRN 30492",Linear Algebra,Steve Surace,"02:40 PM - 03:45 PM MWF
 04:00 PM - 07:00 PM W - Final Exam","LC 30
 LC 30 - Final Exam",30,13,17,0,"Pre-reqs: (MATH 250 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 17X FOR LEVEL UG WITH MIN. GRADE OF C-) OR (MATH 310 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 100X FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 315 J 
4 cr 
CRN 30493",Differential Equations,Brad Isaacson,"01:15 PM - 02:20 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","LC 30
 LC 30 - Final Exam",30,17,13,0,"Pre-reqs: MATH 250 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 17X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 330 G 
4 cr 
CRN 30494",Real and Complex Analysis I,Steve Surace,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM F - Final Exam","LC 30
 LC 30 - Final Exam",30,18,12,0,"Pre-reqs: MATH 250 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 17X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 340 J 
4 cr 
CRN 30495","Special Topics in Mathematics: Mathematical Logic
CLA-Breadth/Interdisciplinary",Seth Harris,"01:15 PM - 02:20 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 217
 BC 217 - Final Exam",30,8,22,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATH 400 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 400 J 
4 cr 
CRN 30496",Seminar in Mathematics: Mathematical Logic,Seth Harris,"01:15 PM - 02:20 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 217
 BC 217 - Final Exam",30,8,22,0,"Pre-reqs: MATH 310 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 100X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: MATH 340 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MATH 411 X 
4 cr 
CRN 30862","Specialized Honors II: Quantifying the Impact of Twitter Sentiment on the Stock Market
CLA-Capstone
CLA-Writing Intensive",Jon Kettenring,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"MUS 102 J 
4 cr 
CRN 30141","Music Fundamentals
CLA-Breadth/Arts",Trevor Weston,01:15 PM - 02:05 PM MWF,MUS 211,20,16,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 103 F 
4 cr 
CRN 30663","Introduction to Western Art Music
CLA-Breadth/Arts
CLA-Breadth/Humanities",Leslie Sprout,10:25 AM - 11:40 AM TR,MUS 111,20,20,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 109 X1 
0 cr 
CRN 30142","Introductory Vocal Instruction
CLA-Breadth/Arts",Angelika Nair,-,,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 109 X2 
0 cr 
CRN 30143","Introductory Vocal Instruction
CLA-Breadth/Arts",Jennifer Pomeroy,-,,15,7,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 110 R 
0 cr 
CRN 30144","Choral Union
CLA-Breadth/Arts",Daniel Bishop,07:00 PM - 09:30 PM W,MUS 101,70,35,35,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 110 R 
0 cr 
CRN 30144","University Chorus
CLA-Breadth/Arts",Daniel Bishop,07:00 PM - 09:30 PM W,MUS 101,70,35,35,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 111 X1 
0 cr 
CRN 30145","Introductory Keyboard Instruction
CLA-Breadth/Arts",Ana Berschadsky,-,,15,5,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 111 X2 
0 cr 
CRN 30146","Introductory Keyboard Instruction
CLA-Breadth/Arts",David Iskowitz,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 112 X 
0 cr 
CRN 30147","Introductory Guitar Instruction
CLA-Breadth/Arts",William Riffel,-,,15,5,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 113 X1 
0 cr 
CRN 30148","Introductory Strings Instruction: Double Bass
CLA-Breadth/Arts",Andrew Eulau,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 113 X2 
0 cr 
CRN 30149","Introductory Strings Instruction: Cello
CLA-Breadth/Arts",Gerall Hieser,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 113 X3 
0 cr 
CRN 30150","Introductory Strings Instruction: Violin
CLA-Breadth/Arts","Gerall Hieser
 Michael Avagliano",-,,15,5,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 114 X 
0 cr 
CRN 30151","Introductory Woodwinds Instruction: Flute
CLA-Breadth/Arts",Laura Carter,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 114 X2 
0 cr 
CRN 30152","Introductory Woodwinds Instruction: Oboe
CLA-Breadth/Arts",Lynne Cohen,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 114 X3 
0 cr 
CRN 30153","Introductory Woodwinds Instruction: Clarinet/Saxophone
CLA-Breadth/Arts",James Saltzman,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 115 X 
0 cr 
CRN 30154","Introductory Brass Instruction: French Horn
CLA-Breadth/Arts",Anthony Cecere,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 115 X2 
0 cr 
CRN 30155","Introductory Brass instruction: Trombone
CLA-Breadth/Arts",Carl Della Peruti,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 116 X 
0 cr 
CRN 30156",Introductory Percussion Instruction,Karl Latham,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 215 Q 
0 cr 
CRN 30157","Chorale
CLA-Breadth/Arts",Daniel Bishop,06:00 PM - 07:30 PM TR,MUS 101,40,19,21,0,"Pre-reqs: 
Co-Reqs: MUS 110 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 220 M 
2 cr 
CRN 30158","Pan-African Choral Performance
CLA-Breadth/Arts",Mark Miller,04:00 PM - 06:30 PM R,SEM CHAP,20,10,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: PAST 220 - M 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 222 P 
0 cr 
CRN 30159","University Chamber Orchestra
CLA-Breadth/Arts",Michael Avagliano,07:00 PM - 09:30 PM M,MUS 101,40,24,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 222 P 
0 cr 
CRN 30159","University Orchestra
CLA-Breadth/Arts",Michael Avagliano,07:00 PM - 09:30 PM M,MUS 101,40,24,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 225 R 
0 cr 
CRN 30160","Flute Ensemble
CLA-Breadth/Arts",Laura Carter,06:30 PM - 08:30 PM W,MUS 211,15,4,11,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 226 Q 
0 cr 
CRN 30161","Jazz Ensemble
CLA-Breadth/Arts",James Saltzman,06:00 PM - 08:00 PM T,MUS 211,15,4,11,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 227L T 
1 cr 
CRN 30199",Music Theory 1 Lab,,,,18,0,18,0,"Pre-reqs: 
Co-Reqs: MUS 227 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 227L T 
2 cr 
CRN 30199",Music Theory 1 Lab,,,,18,0,18,0,"Pre-reqs: 
Co-Reqs: MUS 227 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 227L T 
0 cr 
CRN 30199",Tonal Harmony I Lab,,,,18,0,18,0,"Pre-reqs: 
Co-Reqs: MUS 227 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 227L T 
1 cr 
CRN 30199",Tonal Harmony I Lab,,,,18,0,18,0,"Pre-reqs: 
Co-Reqs: MUS 227 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 228 E 
4 cr 
CRN 30660","Music Theory II
CLA-Quantitative",Trevor Weston,10:25 AM - 11:30 AM MWF,MUS 111,18,11,7,0,"Pre-reqs: MUS 227 OR MUS 27X 
Co-Reqs: MUS 228L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 228L T 
1 cr 
CRN 30647",Music Theory II Lab,Trevor Weston,03:00 PM - 03:55 PM MF,MUS 111,18,11,7,0,"Pre-reqs: 
Co-Reqs: MUS 228 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 233 H 
4 cr 
CRN 30163","Music of the Whole Earth
CLA-Breadth/Arts
CLA-Diversity International",James Saltzman,11:50 AM - 01:05 PM TR,MUS 111,30,7,23,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 238 G 
4 cr 
CRN 30164","African American Music History
CLA-Breadth/Arts
CLA-Breadth/Humanities
CLA-Diversity US",Trevor Weston,11:50 AM - 01:05 PM MW,MUS 111,30,11,19,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 252 H 
2 cr 
CRN 30166","Keyboard Studies
CLA-Breadth/Arts",David Iskowitz,"11:50 AM - 01:05 PM TR
 04:00 PM - 07:00 PM R - Final Exam","MUS 211
 MUS 211 - Final Exam",12,7,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 260 KZ 
4 cr 
CRN 30170",Music Composition: Special Topics in Documentary Expression,"Julia Wolfe
 Rebecca Soderholm",01:15 PM - 03:45 PM R,MUS 111,12,11,1,0,"Pre-reqs: (MUS 101 OR MUS 1X ) OR MUS 102 
Co-Reqs: 
Cross Listed: ART 270 - KZ 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 303 JT 
4 cr 
CRN 30171","Music of the Classic and Romantic Eras
CLA-Writing Intensive
CLA-Writing in the Major",Leslie Sprout,"01:15 PM - 03:45 PM W
 04:00 PM - 07:00 PM M - Final Exam","MUS 111
 MUS 111 - Final Exam",15,5,10,0,"Pre-reqs: MUS 103 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 325 X1 
0 cr 
CRN 30172",Advanced Vocal Instruction,Angelika Nair,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 325 X2 
0 cr 
CRN 30173",Advanced Vocal Instruction,Jennifer Pomeroy,-,,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 326 X1 
0 cr 
CRN 30174",Advanced Keyboard Instruction,Ana Berschadsky,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 326 X2 
0 cr 
CRN 30176",Advanced Keyboard Instruction,David Iskowitz,-,,15,2,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 327 X 
0 cr 
CRN 30177",Advanced Guitar Instruction,William Riffel,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 328 X1 
0 cr 
CRN 30179",Advanced Strings Instruction: Double Bass,Andrew Eulau,-,,15,1,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 328 X2 
0 cr 
CRN 30181",Advanced Strings Instruction: Cello,Gerall Hieser,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 328 X3 
0 cr 
CRN 30182",Advanced Strings Instruction: Violin,Michael Avagliano,-,,15,3,12,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 329 X1 
0 cr 
CRN 30183",Advanced Woodwinds Instruction: Flute,Laura Carter,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 329 X2 
0 cr 
CRN 30185",Advanced Woodwinds Instruction: Oboe,Lynne Cohen,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 329 X3 
0 cr 
CRN 30186",Advanced Woodwinds Instruction: Clarinet,James Saltzman,-,,15,3,12,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 330 X 
0 cr 
CRN 30188",Advanced Brass Instruction: French Horn,Anthony Cecere,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 330 X1 
0 cr 
CRN 30191",Advanced Brass Instruction: Trombone,Carl Della Peruti,-,,15,0,15,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 331 X 
0 cr 
CRN 30193",Advanced Percussion Instruction,Karl Latham,-,,15,2,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 350 X 
2 cr 
CRN 30842",Music Composition,Trevor Weston,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 350 X1 
2 cr 
CRN 30843",Independent Study: Music - Music Composition,Trevor Weston,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 350 X2 
2 cr 
CRN 31009",Ind. Study:The Chronology of Voice Characterization of the Mezzo-Soprano Voice through Opera,Daniel Bishop,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 370 X 
0 cr 
CRN 30195",Recital,Leslie Sprout,-,,15,2,13,0,"Pre-reqs: (MUS 325 OR MUS 326 (MAY BE TAKEN CONCURRENTLY) OR MUS 327 (MAY BE TAKEN CONCURRENTLY) OR MUS 328 (MAY BE TAKEN CONCURRENTLY) OR MUS 329 (MAY BE TAKEN CONCURRENTLY) OR MUS 330 (MAY BE TAKEN CONCURRENTLY) OR MUS 331 (MAY BE TAKEN CONCURRENTLY) ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"MUS 401 E 
2 cr 
CRN 30197","Music Capstone Spring Semester
CLA-Capstone",Leslie Sprout,10:50 AM - 11:40 AM W,MUS 211,10,6,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 411 X 
4 cr 
CRN 30796","Ind. Study:The Chronology of Voice Characterization of the Mezzo-Soprano Voice through Opera
CLA-Capstone
CLA-Writing Intensive",Daniel Bishop,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 411 X1 
4 cr 
CRN 30804","Specialized Honors II: Senior Recital
CLA-Capstone
CLA-Writing Intensive",Daniel Bishop,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"MUS 411 X2 
4 cr 
CRN 30863","Specialized Honors II: Music History
CLA-Capstone
CLA-Writing Intensive",Leslie Sprout,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"NEUR 210 JT 
4 cr 
CRN 30499","Neuroscience Research Methods
CLA-Writing in the Major",Graham Cousens,"01:15 PM - 04:15 PM M
 04:00 PM - 07:00 PM M - Final Exam","HSC S106
 HSC S106 - Final Exam",24,18,6,0,"Pre-reqs: (NEUR 101 OR NEUR 1X ) AND (MATH 117 OR MATH 3X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"NEUR 270 F 
2 cr 
CRN 30500","Topics in Neuroscience
CLA-Breadth/Natural Science",Minjoon Kouh,"10:25 AM - 11:40 AM R
 04:00 PM - 07:00 PM W - Final Exam","HSC S305
 HSC S305 - Final Exam",12,9,3,0,"Pre-reqs: NEUR 101 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"NEUR 356 D 
4 cr 
CRN 30501",Cellular and Molecular Neurobiology,Roger Knowles,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM T - Final Exam","HSC S142
 HSC S142 - Final Exam",16,20,-4,1,"Pre-reqs: BIOL 250 OR BIOL 22X 
Co-Reqs: NEUR 356L 
Cross Listed: BIOL 356 - D; NEUR 356A - D 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"NEUR 356A D 
3 cr 
CRN 30896",Cell & Melec Neuro - NO LAB,Roger Knowles,09:00 AM - 10:15 AM TR,HSC S142,16,20,-4,0,"Pre-reqs: BIOL 250 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: BIOL 356 - D; NEUR 356 - D 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 356L JT 
0 cr 
CRN 30503",Cellular and Molecular Neurobiology Lab,Roger Knowles,01:15 PM - 04:15 PM W,HSC S112,16,18,-2,1,"Pre-reqs: 
Co-Reqs: NEUR 356 
Cross Listed: BIOL 356L - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"NEUR 394 X 
2 cr 
CRN 30849",Advanced Independent Study in Neuroscience: Literature Research,Graham Cousens,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 394 X1 
2 cr 
CRN 30922",Independent Study: Neuroscience - Prosthetics,Minjoon Kouh,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 394 X2 
2 cr 
CRN 31017",Advanced Independent Study in Neuroscience: Literature Research,Graham Cousens,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 396 X 
2 cr 
CRN 30948",Maternal Separation,Christina McKittrick,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 396 X2 
2 cr 
CRN 30956",Advanced Independent Research in Neuroscience: Laboratory/Field Research,Christina McKittrick,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 396 X3 
2 cr 
CRN 30958",Maternal Separation,Christina McKittrick,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 396 X4 
2 cr 
CRN 30967",Modulation of GluR4 in Alzheimer's Disease Model,Roger Knowles,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 396 X5 
2 cr 
CRN 31006",Independent Study:Impact of Odor Id &Concentration on Tuning Dynamics in the Olafactory Tubercle,Graham Cousens,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 400 T 
2 cr 
CRN 30502","Capstone Seminar in Neuroscience
CLA-Capstone",Daniel Bonder,02:40 PM - 03:55 PM F,HSC S142,16,13,3,0,"Pre-reqs: (NEUR 354 (MAY BE TAKEN CONCURRENTLY) OR NEUR 118X ) AND (NEUR 356 (MAY BE TAKEN CONCURRENTLY) OR NEUR 120X ) AND (NEUR 346 (MAY BE TAKEN CONCURRENTLY) OR NEUR 121X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"NEUR 411 X 
4 cr 
CRN 30769","Specialized Honors II: Assessing the Therapeutic Potential of DCP-LA
CLA-Capstone
CLA-Writing Intensive",Roger Knowles,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 411 X1 
4 cr 
CRN 30785","Specialized Honors II: Modeling Music Therapy in an Alzheimer's Disease Cell Culture System
CLA-Capstone
CLA-Writing Intensive",Roger Knowles,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"NEUR 411 X2 
4 cr 
CRN 30792","Specialized Honors II:Impact of Odor Id &Concentration on Tuning Dynamics in the Olafactory Tubercle
CLA-Capstone
CLA-Writing Intensive",Graham Cousens,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
